good enough for beginners and the puppet is funny	3
realy good	3
a very comprehensive and thrilling narration one of my best mooc on the around twenty i did	4
i like the step by step learning although it might be found slow for more experienced students but it is very clear and well structured for beginners in programming and python	4
great explanations by the course guide	4
helloi found this course very excitingthe lecturers voice is clear and the video is excellent qualitythe materials are interesting well structured and practicalmany thanks for the team 	4
i really enjoyed this courseit was a good idea to work a week inadvance of all of the due datesas suggested by the profs	4
good material and simple fluid explanation perfect for anyone who wants to keep his grammar and punctuation in check	4
great course the explanations are very clear and the material is also pretty good recommended for everyone that wishes to learn about web development and improve your programming skills	4
this course was very interesting i feel very lucky to get this opportunity to understand more some of the old egypt mysteries thank you 	4
it is so helpful and the professors really teach so well	4
good and clear explanation on global financial crisis by prof metrick which was supplemented by the perspective of former secretary of the treasury timothy geithner prof metrick also gave a good overview into the ongoing eurozone crisis however discussion forum isnt too active probably due to fewer number of course participants	3
adore this course wish it would be more courses connected with fashion	4
healthcare innovation and enterprenuership is great learning program ans an excellent course for future upgradation in hospital management skills and administration	4
it is the perfect way to learn all of that information the course is awesome and the teacher is very very nice	4
useful information to help me learn	4
awesome teacher	4
very great and exciting course with videos  i learned a lot about transportation modes warehousing and building a logistics network in usa	4
this class was super useful i had a minimal amount of base python under my belt and some data analysis in r but this course really got me off the ground using the pandas data analysis library for python and jupyter notebooks	4
great introduction	4
an interesting and inspirational course on an important topic  how to build sound and resonant relationships with the people around you	4
this is so interesting even though i knew some of the concepts i think the lecturers were able to organize an amazing course and i could learn some new concepts	4
very much low details and the course instructor has very slow pace when he is teaching on the board that aaaaaaaa is very irritating	1
i rated this class  because the instruction content resources and pacing are all excellent and this course is true to its description highly recommended for anyone who has taken python for everybody getting started in python these two courses are a best match for someone learning their first programming language learning with professor severance is fun in bitesized pieces and with just enough challenge to keep you engaged and moving forward without getting discouraged professor severance has mastered teaching programming at scale thank you	4
the course allows you to gain some interesting experience in text mining if youre into this thing you can do really nice coursework	4
i like this course because of its content it is an awesome experience a must do course	4
like this one as well as the others in the series	4
excellent course specially the dbi part	4
good material id prefer the course going without graphlab though i hope course  will be produced one day	4
perfect course	4
great introduction to using tableau if youre like me and never used it jana gives an excellent lecture never boring or monotoned	4
basic knowledge about photograph but it is so useful and great for me an armature guide thanks teachers so much	4
the professor does not pronounce the words correctly his english grammar is bad the terms used are too difficult to understand and way of teaching is too complicated the ppts are full of errors and too direct there is no continuity i hardly learnt anything from this video	1
great intro to python	4
so far its been just about  week since i have started the course but im really excited i like the tasks the course is built in a way that really motivates you to create after all its a core goal for the graphic designer keep it up lets see what happens next good luck to every one	4
thank you this course advanced my skills in korean i appreciate your efforts and those of your students i am better not than when i started 대단히 감사합니다	4
a great foundation	4
learn about user research and ideas generation	4
it is not five stars for just one reason it think it could be better if having not so long video please professor amar split the minutesminutes videos in small portionsnotwithstanding it was amazing and inspiring to know how democratic the american constitution creation process was unfortunately because the socialism and communism influence in our country we do not have much information about everything which have to do with american history and cultureyou american people would be proud their history and take care to things go on at the same way	3
very slow pacing but ok content	2
fantastic course although i am registered blind and have hearing impairment i am able to pick up a lot o useful information and i have to say i am making slow but steady steps	4
this course was a great introduction it laid the ground work for the specialization in an easy to follow manner it was also packed with lots of great information in a short time	3
very helpful course for beginners and congratulations for putting up such a great work togetherbut a few suggestions  most importantly the assignments were very very hard for starters in functional programming and scala it would be much more enjoyable to many more if its made a little easier the content was great but i believe a little more both in breadth and depth was needed to be covered moreover the categorization can be rethought and a little reorganizednevertheless a great course will surely recommend this one	3
i love all those courses i have learned so much and im planning to complete all  units	4
good material but even better external material shown by links to blogs or related stufftoo focused in scrum maybe other methodologies are worth to explainill not buy it since im a sm but if you are beginning with this topics or want to pursue a sm certificate this course definitively can help you	3
great course	4
charles is a great teacher had never ever done coding ever before but through this course a new interest has taken shape and i am sure this would be helpful for my professional progress	4
this course is excellent for those who want a theoretical introduction to machine learning and has some background with calculus andrew ng makes everything looks really easy the exercises are good because you can actually see things running and they are not really difficult tutorials make them easy also i wish the assignments were in python although matlaboctave is a programming language that you cant really deploy as an application but they let you focus in the algorithms in instead of data structures i now have a great idea about plenty of algorithms know how to use them know how to optimize them and can understand many materials online thanks andrew tom and other people responsible for making it all available	4
this course was very useful for me in terms of remebering the busines and entrepreneuship concepts this course is designed in easy and simple way to get knowledge on specific vocabulary teachers speak not fast and it is great for those who just starts to learn english for work or passing language exams course also have very bright clear images definitions and moreover it includes grammar classes i can definitely advise this course that is led by teachers from penn unniversity	4
very interesting and useful class not only teach the theory but also give actionable advices of enhancing learning ability	4
great course for someone who has never had a philosophy course	4
i am very satisfied with this course	4
great course	4
i have just begun this course completed week  and i have to say i am impressed with the course and how well it is put together i am a grad student in the states and have been through many classes that were not nearly this informative up to date and intriguing right out of the gate impressive	3
great way to start developing fast and in a responsive way 	4
good introduction to social media	4
thanks for all 	4
an excellent overview of dinosaurs and birds the closest some of us will ever get to a paleontology class outside of enrolling in a university	4
clear explanation of global history	4
the layout of the course organization the structure and the additional key points displayed next to the lecturer make it easy to understand and follow overall the course has kept me interested and eager to apply to the universities summer program	4
a very dense and instructive lesson a bit sad that it is already over	4
i found this course really amazing dr shane must be a very brilliant teacher	4
great class the professor has a rather interesting sense of humor which actually makes the whole experience more enjoyable the assignments are challenging enough to make sure you learn but are still doable within the allotted time one recommendation from me is to use the same tools he uses in the videos such as brackets as it becomes a bonus to get familiar with new development tools	4
